item_id,difficulty,sub_task,training,question,answer,test_type,feedback_q,feedback_correct,feedback_wrong
lc_0_3_2,3,learning_curve,"Examples from an alien language (2 examples):

1. 'melabrneikh e edkheiein' = 'The stone runs the tree'
2. 'edei e a' = 'The mountain runs the star'

Word order: Object-Verb-Subject (OVS)
Vocabulary:
  el = cat
  melabrneikh = tree
  ekheeil = river
  edkheiein = stone
  andeilen = fire
  dam = child
  e = runs
  maeilbrem = sees
  dema = takes
  aleileibr = gives
","Apply 'To make a verb past tense, add 'ei' at the beginning' to 'edei'",eiedei,transform,,,2
lc_0_3_4,3,learning_curve,"Examples from an alien language (4 examples):

1. 'andeilen aleileibr dam' = 'The child gives the fire'
2. 'dam aleileibr el' = 'The cat gives the child'
3. 'melabrneikh maeilbrem andeilen' = 'The fire sees the tree'
4. Rule: To show possession, add 'na' at the end. 'dema' → 'demana'

Word order: Object-Verb-Subject (OVS)
Vocabulary:
  el = cat
  melabrneikh = tree
  ekheeil = river
  edkheiein = stone
  andeilen = fire
  dam = child
  e = runs
  maeilbrem = sees
  dema = takes
  aleileibr = gives
","Apply 'To make a verb past tense, add 'ei' at the beginning' to 'edei'",eiedei,transform,,,4
lc_0_3_8,3,learning_curve,"Examples from an alien language (8 examples):

1. Rule: To make a word plural, add 'eid' at the beginning. 'melabrneikh' → 'eidmelabrneikh'
2. 'edkheiein dema edei' = 'The star takes the stone'
3. Rule: To make a verb past tense, add 'ei' at the beginning. 'khekh' → 'eikhekh'
4. Rule: To show possession, add 'na' at the end. 'edei' → 'edeina'
5. 'ekheeil khekh a' = 'The mountain breaks the river'
6. Rule: To make a word plural, add 'eid' at the beginning. 'edkheiein' → 'eidedkheiein'
7. 'el debrmeie andeilen' = 'The fire knows the cat'
8. 'a maeilbrem melabrneikh' = 'The tree sees the mountain'

Word order: Object-Verb-Subject (OVS)
Vocabulary:
  el = cat
  melabrneikh = tree
  ekheeil = river
  edkheiein = stone
  andeilen = fire
  dam = child
  e = runs
  maeilbrem = sees
  dema = takes
  aleileibr = gives
","Apply 'To make a verb past tense, add 'ei' at the beginning' to 'edei'",eiedei,transform,,,8
lc_0_3_12,3,learning_curve,"Examples from an alien language (12 examples):

1. 'ekheeil dema a' = 'The mountain takes the river'
2. 'andeilen khekh dam' = 'The child breaks the fire'
3. 'andeilen maeilbrem edkheiein' = 'The stone sees the fire'
4. 'ekheeil khekh a' = 'The mountain breaks the river'
5. 'melabrneikh aleileibr andeilen' = 'The fire gives the tree'
6. 'edei e ekheeil' = 'The river runs the star'
7. 'melabrneikh dema andeilen' = 'The fire takes the tree'
8. 'ekheeil dema edei' = 'The star takes the river'
9. Rule: To make a word plural, add 'eid' at the beginning. 'aleileibr' → 'eidaleileibr'
10. 'a maeilbrem edei' = 'The star sees the mountain'
11. 'melabrneikh dema melabrneikh' = 'The tree takes the tree'
12. 'el maeilbrem melabrneikh' = 'The tree sees the cat'

Word order: Object-Verb-Subject (OVS)
Vocabulary:
  el = cat
  melabrneikh = tree
  ekheeil = river
  edkheiein = stone
  andeilen = fire
  dam = child
  e = runs
  maeilbrem = sees
  dema = takes
  aleileibr = gives
","Apply 'To make a verb past tense, add 'ei' at the beginning' to 'edei'",eiedei,transform,,,12
zs_1_1_0,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Is this grammatically correct? 'eio thothdzikii thiinni' Answer yes/no.,yes,judge,,,
zs_1_1_1,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Is this grammatically correct? 'ithziioch eio cuthutho' Answer yes/no.,no,judge,,,
zs_1_1_2,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
","Apply 'To show possession, add 'dzun' at the end' to 'cuthutho'",cuthuthodzun,transform,,,
zs_1_1_3,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
","Apply 'To show possession, add 'dzun' at the end' to 'udzniithneith'",udzniithneithdzun,transform,,,
zs_1_1_4,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Translate to English: 'thothdzikii zuth udzniithneith',The river takes the stone,translate,,,
zs_1_1_5,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
","Apply 'To show possession, add 'dzun' at the end' to 'ciiiizi'",ciiiizidzun,transform,,,
zs_1_1_6,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
","Apply 'To show possession, add 'dzun' at the end' to 'cuthutho'",cuthuthodzun,transform,,,
zs_1_1_7,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Is this grammatically correct? 'ciidzeikii ceiith idzoc' Answer yes/no.,no,judge,,,
zs_1_1_8,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Is this grammatically correct? 'idzoc iichuc ciiiizi' Answer yes/no.,no,judge,,,
zs_1_1_9,1,zero_shot,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Translate to English: 'thothdzikii iitdzudzu thiinni',The tree knows the stone,translate,,,
fb_1_1_0,1,feedback,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Is this grammatically correct? 'ceiith nii idzoc' Answer yes/no.,no,judge,Is this grammatically correct? 'ithziioch idzoc thothdzikii' Answer yes/no.,no,yes
fb_1_1_1,1,feedback,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Is this grammatically correct? 'idzoc iichuc eio' Answer yes/no.,no,judge,Is this grammatically correct? 'iichuc cuthutho thothdzikii' Answer yes/no.,no,yes
fb_1_1_2,1,feedback,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Translate to English: 'cuthutho ciiiizi thiinni',The mountain knows the fire,translate,Translate to English: 'iitdzudzu ciiiizi iichuc',The mountain sees the tree,The mountain breaks the fire
fb_1_1_3,1,feedback,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
","Apply 'To make a verb past tense, add 'ik' at the beginning' to 'ciiiizi'",ikciiiizi,transform,"Apply 'To make a verb past tense, add 'ik' at the beginning' to 'udzniithneith'",ikudzniithneith,htienhtiinzduki
fb_1_1_4,1,feedback,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Translate to English: 'ciiiizi zuth nii',The river breaks the mountain,translate,Translate to English: 'thothdzikii zuth nii',The river breaks the stone,The mountain breaks the fire
re_1_1_0,1,extrapolation,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Apply the same pattern to 'thiinni'. What is the result?,ikthiinni,transform,,,"Observe this pattern:
  'ciidzeikii' → 'ikciidzeikii'
  'ithziioch' → 'ikithziioch'
  'udzniithneith' → 'ikudzniithneith'
"
re_1_1_1,1,extrapolation,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Apply the same pattern to 'udzniithneith'. What is the result?,udzniithneithdzun,transform,,,"Observe this pattern:
  'thiinni' → 'thiinnidzun'
  'thothdzikii' → 'thothdzikiidzun'
  'eio' → 'eiodzun'
"
re_1_1_2,1,extrapolation,"Examples from an alien language:

1. 'zuth cuthutho nii' = 'The fire breaks the river'
2. Rule: To make a verb past tense, add 'ik' at the beginning. 'ciiiizi' → 'ikciiiizi'
3. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
4. 'thothdzikii eio udzniithneith' = 'The star takes the stone'
5. Rule: To show possession, add 'dzun' at the end. 'thiinni' → 'thiinnidzun'
6. Rule: To make a verb past tense, add 'ik' at the beginning. 'ceiith' → 'ikceiith'
7. 'idzoc iitdzudzu nii' = 'The tree breaks the child'
8. 'iitdzudzu iitdzudzu iichuc' = 'The tree sees the tree'
9. Rule: To make a verb past tense, add 'ik' at the beginning. 'iichuc' → 'ikiichuc'
10. Rule: To make a verb past tense, add 'ik' at the beginning. 'nii' → 'iknii'
11. Rule: To show possession, add 'dzun' at the end. 'cuthutho' → 'cuthuthodzun'
12. 'iitdzudzu idzoc iichuc' = 'The child sees the tree'

Word order: Object-Subject-Verb (OSV)
Vocabulary:
  ceiith = cat
  iitdzudzu = tree
  zuth = river
  thothdzikii = stone
  cuthutho = fire
  idzoc = child
  ithziioch = runs
  iichuc = sees
  udzniithneith = takes
  ciidzeikii = gives
",Apply the same pattern to 'zuth'. What is the result?,ikzuth,transform,,,"Observe this pattern:
  'ciidzeikii' → 'ikciidzeikii'
  'nii' → 'iknii'
  'cuthutho' → 'ikcuthutho'
"
