item_id,type,tom_order,difficulty,prompt,answer
fb1_12,false_belief,1,2,"Scenario:
Reed places a brass coin in the attic. Reed leaves the room. While Reed is away, Leo moves the brass coin to the hallway. Reed returns to look for the brass coin.

Where will Reed FIRST look for the brass coin?
Answer with ONLY the location name.",attic
persp_2,perspective_taking,1,2,"Nyla gets a phone call and learns that school is canceled tomorrow. Aria is in the closet and cannot hear the conversation.

Does Aria know school is canceled? (yes/no)",no
prag_17,pragmatic,1,3,"Context: A boss to an employee who arrived late.
Statement: ""Nice of you to join us.""

Question: Is the boss genuinely welcoming? (yes/no)
Answer concisely.",no
nb3_17,nested_belief,3,4,"Scenario:
Leo hides a pearl necklace in the kitchen. Everyone (Leo, Rex, Luna, Kai) sees this. Leo leaves. Rex moves the pearl necklace to the attic. Luna watches, but Leo and Kai do not see the move.

Question: What does Luna think Kai believes Leo thinks about the pearl necklace's location?
Answer with ONLY the location name.",kitchen
fb1_7,false_belief,1,2,"Scenario:
Max puts a green box in the bedroom and goes outside. Iris, who was watching, takes the green box and puts it in the attic. Max does not know about this change.

Where will Max FIRST look for the green box?
Answer with ONLY the location name.",bedroom
nb2_9,nested_belief,2,3,"Scenario:
Cole, Mira, and Sage are in a room. Cole puts a green box in the study. Everyone sees this. Cole leaves the room. Mira moves the green box to the attic. Sage watches Mira do this, but Cole does not see the move.

Question: Where does Cole think the green box is?
Answer with ONLY the location name.",study
prag_25,pragmatic,1,3,"Context: A friend showing you their new haircut.
Statement: ""Oh, it's... different!""

Question: Does the speaker genuinely like the haircut? (yes/no)
Answer concisely.",no
persp_21,perspective_taking,1,2,"Nova and Leo went to the porch together yesterday. They both saw a beautiful sunset there.

Does Leo know they visited the porch? (yes/no)",yes
nb2_39,nested_belief,2,3,"Scenario:
Aria, Zev, and Max are in a room. Aria puts a golden ring in the bedroom. Everyone sees this. Aria leaves the room. Zev moves the golden ring to the porch. Max watches Zev do this, but Aria does not see the move. Then Max leaves. Zev moves the golden ring again to the hallway. Neither Aria nor Max sees this second move.

Question: Where does Max think the golden ring actually is?
Answer with ONLY the location name.",porch
nb2_6,nested_belief,2,3,"Scenario:
Leo, Luna, and Rex are in a room. Leo puts a crystal vase in the basement. Everyone sees this. Leo leaves the room. Luna moves the crystal vase to the bedroom. Rex watches Luna do this, but Leo does not see the move.

Question: Where does Rex think the crystal vase actually is?
Answer with ONLY the location name.",bedroom
nb3_3,nested_belief,3,4,"Scenario:
Owen hides a jade figurine in the pantry. Everyone (Owen, Dara, Sage, Rex) sees this. Owen leaves. Dara moves the jade figurine to the basement. Sage and Rex watch. Then Sage leaves. Dara moves the jade figurine again to the closet. Rex watches but Sage does not.

Question: What does Rex think Sage believes about the jade figurine's current location?
Answer with ONLY the location name.",basement
nb3_5,nested_belief,3,4,"Scenario:
Finn hides a crystal vase in the closet. Everyone (Finn, Rex, Sage, Iris) sees this. Finn leaves. Rex moves the crystal vase to the garage. Sage watches, but Finn and Iris do not see the move.

Question: What does Sage think Iris believes Finn thinks about the crystal vase's location?
Answer with ONLY the location name.",closet
nb2_27,nested_belief,2,3,"Scenario:
Sage, Kai, and Max are in a room. Sage puts a red marble in the garage. Everyone sees this. Sage leaves the room. Kai moves the red marble to the porch. Max watches Kai do this, but Sage does not see the move. Then Max leaves. Kai moves the red marble again to the closet. Neither Sage nor Max sees this second move.

Question: Where does Max think the red marble actually is?
Answer with ONLY the location name.",porch
ullman_2,ullman_control,1,3,"Scenario:
Sage places a golden ring in the cellar. Sage goes to the security office and watches the room on a monitor. Dara enters and moves the golden ring to the garden. Sage sees the entire move on the security camera.

Where will Sage look for the golden ring?
Answer with ONLY the location name.",garden
nb2_36,nested_belief,2,3,"Scenario:
Finn, Rex, and Nova are in a room. Finn puts a blue book in the kitchen. Everyone sees this. Finn leaves the room. Rex moves the blue book to the closet. Nova watches Rex do this, but Finn does not see the move.

Question: Where does Nova think Finn believes the blue book is?
Answer with ONLY the location name.",kitchen
decep_2,deception_detection,2,3,"Analyze this situation:
A contractor quotes a job at $5,000, then 'discovers' unexpected issues after starting, raising the price to $12,000.

Was the original quote likely honest? (yes/no)",no
ullman_8,ullman_control,1,3,"Scenario:
Dara places a wooden toy in the hallway. Dara goes to the security office and watches the room on a monitor. Finn enters and moves the wooden toy to the closet. Dara sees the entire move on the security camera.

Where will Dara look for the wooden toy?
Answer with ONLY the location name.",closet
fb1_21,false_belief,1,2,"Scenario:
Iris places a green box in the garden. Iris leaves the room. While Iris is away, Vera moves the green box to the attic. Iris returns to look for the green box.

Where will Iris FIRST look for the green box?
Answer with ONLY the location name.",garden
persp_4,perspective_taking,1,2,"Vera moved a silk scarf from the attic to the garden. Reed was standing right there and watched the whole thing.

Does Reed know the silk scarf is now in the garden? (yes/no)",yes
decep_15,deception_detection,2,3,"Analyze this situation:
A friend borrows $20 and immediately sets a phone reminder to pay you back on payday. They've always repaid previous loans on time.

Is the friend likely to repay? (yes/no)",yes
fb1_38,false_belief,1,2,"Scenario:
Leo and Finn are together. Leo hides a golden ring in the kitchen. Leo leaves to run an errand. While Leo is gone, Finn relocates the golden ring to the attic.

Where will Leo FIRST look for the golden ring?
Answer with ONLY the location name.",kitchen
prag_19,pragmatic,1,3,"Context: A music teacher after a student's performance.
Statement: ""That was absolutely breathtaking. You've made incredible progress.""

Question: Was the teacher impressed? (yes/no)
Answer concisely.",yes
fb1_18,false_belief,1,2,"Scenario:
Cole places a blue book in the balcony. Cole leaves the room. While Cole is away, Rex moves the blue book to the workshop. Cole returns to look for the blue book.

Where will Cole FIRST look for the blue book?
Answer with ONLY the location name.",balcony
prag_29,pragmatic,1,3,"Context: A guest at a dinner party.
Statement: ""Could I possibly trouble you for a glass of water?""

Question: Is the guest uncertain about getting water or being polite?
Answer concisely.",polite
nb2_32,nested_belief,2,3,"Scenario:
Finn, Reed, and Nova are in a room. Finn puts a wooden toy in the porch. Everyone sees this. Finn leaves the room. Reed moves the wooden toy to the study. Nova watches Reed do this, but Finn does not see the move.

Question: Where does Nova think Finn believes the wooden toy is?
Answer with ONLY the location name.",porch
fb1_16,false_belief,1,2,"Scenario:
Leo puts a crystal vase in the library and goes outside. Jax, who was watching, takes the crystal vase and puts it in the attic. Leo does not know about this change.

Where will Leo FIRST look for the crystal vase?
Answer with ONLY the location name.",library
fb1_29,false_belief,1,2,"Scenario:
Vera and Dara are together. Vera hides a ceramic cup in the basement. Vera leaves to run an errand. While Vera is gone, Dara relocates the ceramic cup to the garage.

Where will Vera FIRST look for the ceramic cup?
Answer with ONLY the location name.",basement
prag_23,pragmatic,1,3,"Context: A teenager holding a concert flyer, talking to parent.
Statement: ""All my friends are going to this concert next Friday.""

Question: What is the teenager indirectly asking for?
Answer concisely.",permission
decep_8,deception_detection,2,3,"Analyze this situation:
A company CEO says 'We value our employees above all else' during a speech announcing mass layoffs with minimal severance.

Are the CEO's words consistent with their actions? (yes/no)",no
norm_3,social_norm,1,2,"Situation: A colleague shares they got a promotion you also wanted.

Better response: (A) 'Congratulations, well deserved!' or (B) 'Must be nice to have connections.'
Answer with ONLY the letter (A or B).",A
decep_16,deception_detection,2,3,"Analyze this situation:
A used car dealer provides full maintenance records, allows an independent mechanic inspection, and the price matches the Kelly Blue Book value.

Does the dealer appear trustworthy? (yes/no)",yes
nb2_17,nested_belief,2,3,"Scenario:
Cole, Max, and Mira are in a room. Cole puts a glass bottle in the closet. Everyone sees this. Cole leaves the room. Max moves the glass bottle to the attic. Mira watches Max do this, but Cole does not see the move.

Question: Where does Cole think the glass bottle is?
Answer with ONLY the location name.",closet
nb3_2,nested_belief,3,4,"Scenario:
Dara hides a glass bottle in the bedroom. Everyone (Dara, Tess, Max, Reed) sees this. Dara leaves. Tess moves the glass bottle to the hallway. Max and Reed watch, but Dara does not.

Question: What does Reed think Max believes about where the glass bottle actually is now?
Answer with ONLY the location name.",hallway
nb3_12,nested_belief,3,4,"Scenario:
Vera hides a brass coin in the garage. Everyone (Vera, Jax, Dara, Mira) sees this. Vera leaves. Jax moves the brass coin to the kitchen. Dara and Mira watch, but Vera does not. Dara tells Mira: 'Remember, Vera doesn't know it was moved.' Mira nods.

Question: What does Mira think Dara thinks Vera believes about where the brass coin is?
Answer with ONLY the location name.",garage
nb3_10,nested_belief,3,4,"Scenario:
Vera hides a velvet pouch in the attic. Everyone (Vera, Max, Cole, Rex) sees this. Vera leaves. Max moves the velvet pouch to the basement. Cole and Rex watch, but Vera does not.

Question: What does Rex think Cole believes about where the velvet pouch actually is now?
Answer with ONLY the location name.",basement
decep_0,deception_detection,2,3,"Analyze this situation:
Car salesman says 'This car was only driven to church on Sundays.' The odometer reads 120,000 miles and the brake pads are nearly worn through.

Is the salesman being truthful? (yes/no)",no
prag_16,pragmatic,1,3,"Context: A parent to a child who has cleaned their room spotlessly.
Statement: ""Wow, this room looks amazing! Great job!""

Question: Is the parent pleased? (yes/no)
Answer concisely.",yes
norm_8,social_norm,1,2,"Situation: A friend asks if their newborn baby is cute, and you don't think so.

Better response: (A) 'Not really' or (B) 'What an adorable baby!'
Answer with ONLY the letter (A or B).",B
fb1_26,false_belief,1,2,"Scenario:
Leo and Rex are together. Leo hides a blue book in the garage. Leo leaves to run an errand. While Leo is gone, Rex relocates the blue book to the balcony.

Where will Leo FIRST look for the blue book?
Answer with ONLY the location name.",garage
persp_15,perspective_taking,1,2,"Max bought a surprise birthday gift (a green box) for Nyla. Max hid it in the closet. Nyla has not been told about any gift.

Does Nyla know about the green box? (yes/no)",no
norm_6,social_norm,1,2,"Situation: A coworker presents an idea in a meeting that you previously suggested.

Better response: (A) Publicly accuse them of stealing your idea or (B) Acknowledge the idea and privately discuss attribution later.
Answer with ONLY the letter (A or B).",B
nb2_4,nested_belief,2,3,"Scenario:
Dara, Iris, and Luna are in a room. Dara puts a red marble in the balcony. Everyone sees this. Dara leaves the room. Iris moves the red marble to the study. Luna watches Iris do this, but Dara does not see the move.

Question: Where does Luna think Dara believes the red marble is?
Answer with ONLY the location name.",balcony
persp_0,perspective_taking,1,2,"Jax bought a surprise birthday gift (a pearl necklace) for Zev. Jax hid it in the closet. Zev has not been told about any gift.

Does Zev know about the pearl necklace? (yes/no)",no
fb1_13,false_belief,1,2,"Scenario:
Luna puts a leather wallet in the attic and goes outside. Kai, who was watching, takes the leather wallet and puts it in the porch. Luna does not know about this change.

Where will Luna FIRST look for the leather wallet?
Answer with ONLY the location name.",attic
fb1_11,false_belief,1,2,"Scenario:
Luna and Cole are together. Luna hides a green box in the cellar. Luna leaves to run an errand. While Luna is gone, Cole relocates the green box to the pantry.

Where will Luna FIRST look for the green box?
Answer with ONLY the location name.",cellar
norm_20,social_norm,1,2,"Situation: A friend tells you they're starting a business you think will fail.

Better response: (A) 'That will never work' or (B) 'Have you thought about potential challenges like X and Y?'
Answer with ONLY the letter (A or B).",B
fb1_32,false_belief,1,2,"Scenario:
Jax and Dara are together. Jax hides a red marble in the hallway. Jax leaves to run an errand. While Jax is gone, Dara relocates the red marble to the closet.

Where will Jax FIRST look for the red marble?
Answer with ONLY the location name.",hallway
prag_6,pragmatic,1,3,"Context: Customer asks waiter about the fish special.
Statement: ""Our pasta dishes are particularly excellent tonight.""

Question: Is the waiter recommending the fish? (yes/no)
Answer concisely.",no
fb1_3,false_belief,1,2,"Scenario:
Aria places a golden ring in the attic. Aria leaves the room. While Aria is away, Luna moves the golden ring to the garage. Aria returns to look for the golden ring.

Where will Aria FIRST look for the golden ring?
Answer with ONLY the location name.",attic
nb2_7,nested_belief,2,3,"Scenario:
Cole, Finn, and Tess are in a room. Cole puts a red marble in the pantry. Everyone sees this. Cole leaves the room. Finn moves the red marble to the cellar. Tess watches Finn do this, but Cole does not see the move. Then Tess leaves. Finn moves the red marble again to the garage. Neither Cole nor Tess sees this second move.

Question: Where does Tess think the red marble actually is?
Answer with ONLY the location name.",cellar
tb1_5,true_belief,1,1,"Scenario:
Zev and Rex decide together to move a golden ring from the garden to the library. They move it together.

Where will Zev look for the golden ring?
Answer with ONLY the location name.",library
nb2_22,nested_belief,2,3,"Scenario:
Vera, Iris, and Sage are in a room. Vera puts a jade figurine in the garden. Everyone sees this. Vera leaves the room. Iris moves the jade figurine to the porch. Sage watches Iris do this, but Vera does not see the move.

Question: Where does Sage think the jade figurine actually is?
Answer with ONLY the location name.",porch
ullman_3,ullman_control,1,3,"Scenario:
Dara places a silver key in a transparent glass box in the kitchen. Dara goes to the pantry next door but can still see the glass box clearly. Cole opens the box and moves the silver key to the pantry. Dara watches this happen through the transparent walls.

Where will Dara look for the silver key?
Answer with ONLY the location name.",pantry
persp_10,perspective_taking,1,2,"Max bought a surprise birthday gift (a silver key) for Owen. Max hid it in the closet. Owen has not been told about any gift.

Does Owen know about the silver key? (yes/no)",no
norm_23,social_norm,1,2,"Situation: Your roommate's cooking fills the apartment with smoke.

Better response: (A) 'You're a terrible cook' or (B) 'Want me to help with dinner next time?'
Answer with ONLY the letter (A or B).",B
fb1_25,false_belief,1,2,"Scenario:
Nyla puts a glass bottle in the study and goes outside. Max, who was watching, takes the glass bottle and puts it in the workshop. Nyla does not know about this change.

Where will Nyla FIRST look for the glass bottle?
Answer with ONLY the location name.",study
nb2_2,nested_belief,2,3,"Scenario:
Tess, Iris, and Sage are in a room. Tess puts a golden ring in the pantry. Everyone sees this. Tess leaves the room. Iris moves the golden ring to the hallway. Sage watches Iris do this, but Tess does not see the move.

Question: Where does Sage think the golden ring actually is?
Answer with ONLY the location name.",hallway
prag_22,pragmatic,1,3,"Context: Someone sitting near an open window during winter.
Statement: ""It's getting quite cold in here, isn't it?""

Question: What is the speaker indirectly requesting?
Answer concisely.",close the window
prag_4,pragmatic,1,3,"Context: A manager asked about an employee's performance.
Statement: ""Their code quality is exceptional and they consistently deliver ahead of schedule.""

Question: Is the manager praising their work? (yes/no)
Answer concisely.",yes
prag_20,pragmatic,1,3,"Context: A book club discussing a member's manuscript.
Statement: ""It was... ambitious.""

Question: Is this wholehearted praise? (yes/no)
Answer concisely.",no
nb2_0,nested_belief,2,3,"Scenario:
Rex, Vera, and Zev are in a room. Rex puts a glass bottle in the study. Everyone sees this. Rex leaves the room. Vera moves the glass bottle to the attic. Zev watches Vera do this, but Rex does not see the move.

Question: Where does Zev think Rex believes the glass bottle is?
Answer with ONLY the location name.",study
nb3_13,nested_belief,3,4,"Scenario:
Vera hides a leather wallet in the workshop. Everyone (Vera, Nyla, Aria, Luna) sees this. Vera leaves. Nyla moves the leather wallet to the bedroom. Aria watches, but Vera and Luna do not see the move.

Question: What does Aria think Luna believes Vera thinks about the leather wallet's location?
Answer with ONLY the location name.",workshop
ullman_0,ullman_control,1,3,"Scenario:
Iris places a golden ring in a transparent glass box in the attic. Iris goes to the closet next door but can still see the glass box clearly. Zev opens the box and moves the golden ring to the closet. Iris watches this happen through the transparent walls.

Where will Iris look for the golden ring?
Answer with ONLY the location name.",closet
decep_4,deception_detection,2,3,"Analyze this situation:
A child with chocolate on their face says they did not eat the cookies from the jar that is now empty.

Is the child telling the truth? (yes/no)",no
tb1_7,true_belief,1,1,"Scenario:
Rex puts a silver key in the hallway and briefly steps out. Aria moves the silver key to the pantry. When Rex returns, Aria tells Rex: 'I moved the silver key to the pantry.' Rex acknowledges.

Where will Rex look for the silver key?
Answer with ONLY the location name.",pantry
persp_19,perspective_taking,1,2,"Nyla moved a crystal vase from the kitchen to the balcony. Vera was standing right there and watched the whole thing.

Does Vera know the crystal vase is now in the balcony? (yes/no)",yes
prag_7,pragmatic,1,3,"Context: Customer asks waiter about the fish special.
Statement: ""The sea bass is fresh today — caught this morning. I highly recommend it.""

Question: Is the waiter recommending the fish? (yes/no)
Answer concisely.",yes
decep_6,deception_detection,2,3,"Analyze this situation:
An email claims you won a lottery you never entered and asks for bank details to 'process your winnings.'

Is this a legitimate prize notification? (yes/no)",no
nb2_10,nested_belief,2,3,"Scenario:
Iris, Nova, and Sage are in a room. Iris puts a ceramic cup in the balcony. Everyone sees this. Iris leaves the room. Nova moves the ceramic cup to the basement. Sage watches Nova do this, but Iris does not see the move.

Question: Where does Sage think the ceramic cup actually is?
Answer with ONLY the location name.",basement
tb1_9,true_belief,1,1,"Scenario:
Iris places a ceramic cup in the attic. Luna moves the ceramic cup to the basement while Iris watches. Iris saw the entire move happen.

Where will Iris look for the ceramic cup?
Answer with ONLY the location name.",basement
norm_24,social_norm,1,2,"Situation: A new mother asks if she looks tired.

Better response: (A) 'Yes, you look exhausted' or (B) 'You look great considering everything you're juggling!'
Answer with ONLY the letter (A or B).",B
fb1_30,false_belief,1,2,"Scenario:
Aria places a leather wallet in the closet. Aria leaves the room. While Aria is away, Zev moves the leather wallet to the garage. Aria returns to look for the leather wallet.

Where will Aria FIRST look for the leather wallet?
Answer with ONLY the location name.",closet
ullman_4,ullman_control,1,3,"Scenario:
Cole places a silver key in the closet and leaves the house. Aria moves the silver key to the porch and immediately sends Cole a text message: 'I moved the silver key to the porch.' Cole reads the message and replies 'OK, thanks.'

Where will Cole look for the silver key?
Answer with ONLY the location name.",porch
ullman_9,ullman_control,1,3,"Scenario:
Cole places a blue book in a transparent glass box in the attic. Cole goes to the basement next door but can still see the glass box clearly. Owen opens the box and moves the blue book to the basement. Cole watches this happen through the transparent walls.

Where will Cole look for the blue book?
Answer with ONLY the location name.",basement
persp_5,perspective_taking,1,2,"Nyla bought a surprise birthday gift (a silver key) for Rex. Nyla hid it in the closet. Rex has not been told about any gift.

Does Rex know about the silver key? (yes/no)",no
ullman_14,ullman_control,1,3,"Scenario:
Jax places a brass coin in the garden. Jax goes to the security office and watches the room on a monitor. Luna enters and moves the brass coin to the pantry. Jax sees the entire move on the security camera.

Where will Jax look for the brass coin?
Answer with ONLY the location name.",pantry
nb3_6,nested_belief,3,4,"Scenario:
Luna hides a wooden toy in the hallway. Everyone (Luna, Mira, Nyla, Rex) sees this. Luna leaves. Mira moves the wooden toy to the bedroom. Nyla and Rex watch, but Luna does not.

Question: What does Rex think Nyla believes about where the wooden toy actually is now?
Answer with ONLY the location name.",bedroom
norm_19,social_norm,1,2,"Situation: You disagree with a senior colleague's approach in a team meeting.

Better response: (A) 'That's a bad idea' or (B) 'That's interesting. Could we also consider this alternative approach?'
Answer with ONLY the letter (A or B).",B
nb2_20,nested_belief,2,3,"Scenario:
Vera, Kai, and Owen are in a room. Vera puts a golden ring in the attic. Everyone sees this. Vera leaves the room. Kai moves the golden ring to the cellar. Owen watches Kai do this, but Vera does not see the move.

Question: Where does Owen think Vera believes the golden ring is?
Answer with ONLY the location name.",attic
nb2_14,nested_belief,2,3,"Scenario:
Cole, Kai, and Leo are in a room. Cole puts a brass coin in the garage. Everyone sees this. Cole leaves the room. Kai moves the brass coin to the bedroom. Leo watches Kai do this, but Cole does not see the move.

Question: Where does Leo think the brass coin actually is?
Answer with ONLY the location name.",bedroom
prag_10,pragmatic,1,3,"Context: After a friend drops a plate of food on the floor.
Statement: ""Well, that went perfectly!""

Question: Is the speaker being sincere? (yes/no)
Answer concisely.",no
decep_5,deception_detection,2,3,"Analyze this situation:
A job candidate claims 10 years of experience with a technology that was only released 3 years ago.

Is the candidate being truthful? (yes/no)",no
nb2_38,nested_belief,2,3,"Scenario:
Nova, Vera, and Owen are in a room. Nova puts a wooden toy in the attic. Everyone sees this. Nova leaves the room. Vera moves the wooden toy to the bedroom. Owen watches Vera do this, but Nova does not see the move.

Question: Where does Owen think the wooden toy actually is?
Answer with ONLY the location name.",bedroom
nb2_18,nested_belief,2,3,"Scenario:
Jax, Max, and Aria are in a room. Jax puts a blue book in the hallway. Everyone sees this. Jax leaves the room. Max moves the blue book to the library. Aria watches Max do this, but Jax does not see the move.

Question: Where does Aria think the blue book actually is?
Answer with ONLY the location name.",library
prag_5,pragmatic,1,3,"Context: A food critic reviewing a restaurant.
Statement: ""The risotto was perfectly al dente with an extraordinary depth of flavor.""

Question: Is the critic praising the food? (yes/no)
Answer concisely.",yes
prag_11,pragmatic,1,3,"Context: After a friend executes a complex recipe flawlessly.
Statement: ""Well, that went perfectly!""

Question: Is the speaker being sincere? (yes/no)
Answer concisely.",yes
persp_18,perspective_taking,1,2,"Dara found a pearl necklace in the balcony and immediately told Rex about it. Rex said 'Thanks for letting me know!'

Does Rex know about the pearl necklace in the balcony? (yes/no)",yes
nb2_24,nested_belief,2,3,"Scenario:
Aria, Zev, and Sage are in a room. Aria puts a blue book in the study. Everyone sees this. Aria leaves the room. Zev moves the blue book to the basement. Sage watches Zev do this, but Aria does not see the move.

Question: Where does Sage think Aria believes the blue book is?
Answer with ONLY the location name.",study
prag_18,pragmatic,1,3,"Context: A music teacher after a student's performance.
Statement: ""That was certainly... a performance.""

Question: Was the teacher impressed? (yes/no)
Answer concisely.",no
norm_9,social_norm,1,2,"Situation: Your boss makes a factual error in a presentation to clients.

Better response: (A) Correct them loudly in front of everyone or (B) Send a private note or mention it after.
Answer with ONLY the letter (A or B).",B
nb2_8,nested_belief,2,3,"Scenario:
Finn, Zev, and Mira are in a room. Finn puts a green box in the garden. Everyone sees this. Finn leaves the room. Zev moves the green box to the closet. Mira watches Zev do this, but Finn does not see the move.

Question: Where does Mira think Finn believes the green box is?
Answer with ONLY the location name.",garden
ullman_7,ullman_control,1,3,"Scenario:
Vera places a wooden toy in the basement and leaves the house. Aria moves the wooden toy to the porch and immediately sends Vera a text message: 'I moved the wooden toy to the porch.' Vera reads the message and replies 'OK, thanks.'

Where will Vera look for the wooden toy?
Answer with ONLY the location name.",porch
norm_17,social_norm,1,2,"Situation: A colleague is crying at their desk.

Better response: (A) Pretend not to notice or (B) Quietly offer support or tissues.
Answer with ONLY the letter (A or B).",B
nb2_33,nested_belief,2,3,"Scenario:
Iris, Dara, and Nyla are in a room. Iris puts a velvet pouch in the pantry. Everyone sees this. Iris leaves the room. Dara moves the velvet pouch to the attic. Nyla watches Dara do this, but Iris does not see the move.

Question: Where does Iris think the velvet pouch is?
Answer with ONLY the location name.",pantry
ullman_1,ullman_control,1,3,"Scenario:
Cole places a blue book in the workshop and leaves the house. Dara moves the blue book to the bedroom and immediately sends Cole a text message: 'I moved the blue book to the bedroom.' Cole reads the message and replies 'OK, thanks.'

Where will Cole look for the blue book?
Answer with ONLY the location name.",bedroom
nb2_5,nested_belief,2,3,"Scenario:
Zev, Luna, and Cole are in a room. Zev puts a golden ring in the garage. Everyone sees this. Zev leaves the room. Luna moves the golden ring to the basement. Cole watches Luna do this, but Zev does not see the move.

Question: Where does Zev think the golden ring is?
Answer with ONLY the location name.",garage
fb1_23,false_belief,1,2,"Scenario:
Vera and Dara are together. Vera hides a blue book in the basement. Vera leaves to run an errand. While Vera is gone, Dara relocates the blue book to the bedroom.

Where will Vera FIRST look for the blue book?
Answer with ONLY the location name.",basement
fb1_4,false_belief,1,2,"Scenario:
Reed puts a ceramic cup in the attic and goes outside. Aria, who was watching, takes the ceramic cup and puts it in the hallway. Reed does not know about this change.

Where will Reed FIRST look for the ceramic cup?
Answer with ONLY the location name.",attic
decep_17,deception_detection,2,3,"Analyze this situation:
A coworker says they can't attend the meeting because they have a doctor's appointment. They had mentioned feeling unwell for the past few days.

Is the coworker's explanation likely genuine? (yes/no)",yes
nb3_4,nested_belief,3,4,"Scenario:
Tess hides a velvet pouch in the garden. Everyone (Tess, Owen, Rex, Sage) sees this. Tess leaves. Owen moves the velvet pouch to the hallway. Rex and Sage watch, but Tess does not. Rex tells Sage: 'Remember, Tess doesn't know it was moved.' Sage nods.

Question: What does Sage think Rex thinks Tess believes about where the velvet pouch is?
Answer with ONLY the location name.",garden
persp_23,perspective_taking,1,2,"Reed found a ceramic cup in the kitchen and immediately told Sage about it. Sage said 'Thanks for letting me know!'

Does Sage know about the ceramic cup in the kitchen? (yes/no)",yes
norm_22,social_norm,1,2,"Situation: A date tells you about their hobby that you find boring.

Better response: (A) 'That sounds boring' or (B) 'What do you enjoy most about it?'
Answer with ONLY the letter (A or B).",B
norm_5,social_norm,1,2,"Situation: Your elderly neighbor shows you photos of their grandchildren for the third time.

Better response: (A) Politely engage and ask questions or (B) Tell them you've already seen these photos.
Answer with ONLY the letter (A or B).",A
nb3_11,nested_belief,3,4,"Scenario:
Max hides a crystal vase in the pantry. Everyone (Max, Owen, Aria, Vera) sees this. Max leaves. Owen moves the crystal vase to the closet. Aria and Vera watch. Then Aria leaves. Owen moves the crystal vase again to the cellar. Vera watches but Aria does not.

Question: What does Vera think Aria believes about the crystal vase's current location?
Answer with ONLY the location name.",closet
norm_16,social_norm,1,2,"Situation: You receive a gift you already have.

Better response: (A) 'I already have this' or (B) 'Thank you so much, this is wonderful!'
Answer with ONLY the letter (A or B).",B
ullman_6,ullman_control,1,3,"Scenario:
Nova places a glass bottle in a transparent glass box in the kitchen. Nova goes to the bedroom next door but can still see the glass box clearly. Vera opens the box and moves the glass bottle to the bedroom. Nova watches this happen through the transparent walls.

Where will Nova look for the glass bottle?
Answer with ONLY the location name.",bedroom
decep_9,deception_detection,2,3,"Analyze this situation:
A user review says 'This is the BEST product EVER! Must buy!!!' within minutes of the product's release. The reviewer has no other reviews.

Is this likely a genuine review? (yes/no)",no
prag_12,pragmatic,1,3,"Context: University recommendation letter.
Statement: ""I can confirm that this student was enrolled in my class.""

Question: Is this an enthusiastic recommendation? (yes/no)
Answer concisely.",no
nb3_15,nested_belief,3,4,"Scenario:
Dara hides a green box in the porch. Everyone (Dara, Iris, Nyla, Vera) sees this. Dara leaves. Iris moves the green box to the cellar. Nyla and Vera watch. Then Nyla leaves. Iris moves the green box again to the workshop. Vera watches but Nyla does not.

Question: What does Vera think Nyla believes about the green box's current location?
Answer with ONLY the location name.",cellar
nb2_34,nested_belief,2,3,"Scenario:
Owen, Jax, and Luna are in a room. Owen puts a green box in the garage. Everyone sees this. Owen leaves the room. Jax moves the green box to the pantry. Luna watches Jax do this, but Owen does not see the move.

Question: Where does Luna think the green box actually is?
Answer with ONLY the location name.",pantry
