item_id,type,dlevel,distractor_words,question,answer,prompt,probe_prompt
div_8,divided,3,62,Dual task,A:22;B:270,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

--- TASK A ---
Read this passage:
""The school district serves 15,000 students across 23 schools. The student-teacher ratio averages 16 to 1, with the highest being 22 to 1.""
Question: What is the highest student-teacher ratio?

--- TASK B ---
What is (29 + 16) * 6?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
sel_0_3,selective,3,203,What was the population of Millfield?,12847,"Read the following carefully and answer the question.

According to the census report, Millfield had a population of 12,847 in 2025. The median household income was $52,300 and the unemployment rate was 4.2%.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Question: What was the population of Millfield?
Answer with ONLY the numerical value.",
ib_5_2,inattentional_blindness,2,30,What was the first number in the list?,T1:4|T2:12,"Count how many of the following numbers are numbers ending in 7.

Numbers: 12, 91, 13, 1, 28, 62, 10, 17, 76, 29, 67, 88, 57, 2, 2, 90, 44, 16, 55, 89, 17, 62, 10, 30, 50, 12, 94, 14, 14, 41

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: What was the first number in the list?
Answer with ONLY the answer."
sel_4_6,selective,6,373,At what speed does Train B travel?,80,"Read the following carefully and answer the question.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

Train A departs Station X at 9:15 AM traveling at 60 mph. Train B departs Station Y at 9:45 AM traveling at 80 mph. The stations are 200 miles apart.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Question: At what speed does Train B travel?
Answer with ONLY the numerical value.",
sel_14_3,selective,3,175,What was the improvement rate in the treatment group?,41,"Read the following carefully and answer the question.

The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

The clinical trial enrolled 567 patients. The treatment group (n=283) showed 41% improvement vs 12% in placebo (n=284). Side effects were reported by 8% of participants.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Question: What was the improvement rate in the treatment group?
Answer with ONLY the numerical value.",
sus_3_60,sustained,3,60,Count numbers greater than 50,29,"Count how many of the following numbers are numbers greater than 50.

Numbers: 13, 72, 87, 50, 37, 33, 93, 85, 78, 20, 43, 11, 75, 85, 19, 45, 40, 84, 90, 85, 51, 17, 77, 91, 11, 40, 72, 49, 83, 43, 17, 86, 90, 95, 88, 68, 12, 83, 86, 55, 66, 47, 3, 47, 40, 24, 28, 44, 99, 63, 25, 29, 18, 20, 10, 38, 13, 65, 99, 70

Answer with ONLY the count (a single number).",
div_15,divided,3,39,Dual task,A:28;B:55,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

--- TASK A ---
Read this passage:
""A survey of 1,500 teachers found that 82% spent more than 10 hours per week on grading. The average class size was 28 students.""
Question: What was the average class size?

--- TASK B ---
What is (50 + 5) * 1?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
ib_6_0,inattentional_blindness,2,30,Was the number 42 in the list?,T1:2|T2:yes,"Count how many of the following numbers are numbers divisible by 5.

Numbers: 48, 39, 18, 49, 97, 18, 83, 87, 19, 42, 68, 73, 2, 79, 84, 22, 57, 45, 93, 28, 81, 96, 20, 53, 79, 88, 57, 28, 12, 13

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: Was the number 42 in the list?
Answer with ONLY the answer."
sel_10_4,selective,4,266,What percentage preferred option B?,22,"Read the following carefully and answer the question.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

The survey of 2,500 respondents found that 67% preferred option A, 22% preferred B, and 11% chose C. The margin of error was plus or minus 3%.

Question: What percentage preferred option B?
Answer with ONLY the numerical value.",
adv_2,selective,5,34,How many samples tested positive?,89,"Read the following carefully and answer the question.

In chemistry, element 89 (Actinium) was discovered in 1899. Approximately 89 isotopes of various elements remain unstudied.

The laboratory processed 1,523 samples last quarter. Of these, 89 tested positive for the compound.

In chemistry, element 89 (Actinium) was discovered in 1899. Approximately 89 isotopes of various elements remain unstudied.

Question: How many samples tested positive?
Answer with ONLY the numerical value.",
sel_7_1,selective,1,61,What was the patient's heart rate?,78,"Read the following carefully and answer the question.

Patient vitals at admission: heart rate 78 bpm, blood pressure 128/82, temperature 37.4 C, respiratory rate 16 breaths/min, oxygen saturation 97%.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

Question: What was the patient's heart rate?
Answer with ONLY the numerical value.",
sel_15_5,selective,5,324,What was the attendance in February?,12300,"Read the following carefully and answer the question.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Museum attendance: January 15,400; February 12,300; March 18,700. Ticket revenue was $892,000 and gift shop revenue was $156,000.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

Question: What was the attendance in February?
Answer with ONLY the numerical value.",
shift_12,shifting,2,100,2-part question,Part 1: 1067; Part 2: 78,"Answer each part separately.

Part 1: What is 97 * 11?


[Note: Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.']


Part 2: Which is larger, 78 or 6?


[Note: Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.]


Format: Part 1: [answer]; Part 2: [answer]; ...",
sel_3_2,selective,2,137,What temperature should the oven be set to?,375,"Read the following carefully and answer the question.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

Recipe for almond cake: 2 and 3/4 cups flour, 1 and 1/2 tsp baking powder, 3/4 cup sugar, 2 eggs, 1 and 1/3 cups milk. Bake at 375 degrees F for 35 minutes.

Question: What temperature should the oven be set to?
Answer with ONLY the numerical value.",
sel_2_1,selective,1,64,How many participants were in Dr. Chen's study?,1247,"Read the following carefully and answer the question.

Dr. Sarah Chen's longitudinal study involved 1,247 participants across 8 countries over 3 years. The primary outcome showed a 23% improvement in cognitive performance.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Question: How many participants were in Dr. Chen's study?
Answer with ONLY the numerical value.",
sel_10_3,selective,3,185,What percentage preferred option B?,22,"Read the following carefully and answer the question.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

The survey of 2,500 respondents found that 67% preferred option A, 22% preferred B, and 11% chose C. The margin of error was plus or minus 3%.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Question: What percentage preferred option B?
Answer with ONLY the numerical value.",
sel_13_1,selective,1,65,How much energy did Turbine B generate in MWh?,2890,"Read the following carefully and answer the question.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Wind farm output: Turbine A generated 3,450 MWh, Turbine B generated 2,890 MWh, and Turbine C generated 4,120 MWh. Total maintenance cost was $234,000.

Question: How much energy did Turbine B generate in MWh?
Answer with ONLY the numerical value.",
sel_10_1,selective,1,55,What percentage preferred option B?,22,"Read the following carefully and answer the question.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

IMPORTANT: The survey of 2,500 respondents found that 67% preferred option A, 22% preferred B, and 11% chose C. The margin of error was plus or minus 3%.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

Question: What percentage preferred option B?
Answer with ONLY the numerical value.",
adv_8,selective,5,36,How many Renaissance paintings were exhibited?,73,"Read the following carefully and answer the question.

Art historians have cataloged 73 techniques used during the Renaissance. The Medici family commissioned approximately 73 major works.

The museum exhibited 73 paintings from the Renaissance period. The exhibition ran for 4 months.

Art historians have cataloged 73 techniques used during the Renaissance. The Medici family commissioned approximately 73 major works.

Question: How many Renaissance paintings were exhibited?
Answer with ONLY the numerical value.",
ib_4_0,inattentional_blindness,2,30,Was the number 42 in the list?,T1:7|T2:yes,"Count how many of the following numbers are numbers less than 25.

Numbers: 55, 14, 95, 84, 97, 32, 39, 5, 58, 34, 45, 12, 57, 16, 31, 27, 95, 76, 89, 45, 91, 79, 81, 42, 22, 79, 18, 27, 27, 8

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: Was the number 42 in the list?
Answer with ONLY the answer."
shift_28,shifting,4,200,3-part question,Part 1: 56; Part 2: 34; Part 3: 1178,"Answer each part separately.

Part 1: Which is larger, 56 or 21?


[Note: The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.]


Part 2: What is 22 + 12?


[Note: Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.]


Part 3: What is 62 * 19?


[Note: The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.]


Format: Part 1: [answer]; Part 2: [answer]; ...",
sel_4_1,selective,1,59,At what speed does Train B travel?,80,"Read the following carefully and answer the question.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Train A departs Station X at 9:15 AM traveling at 60 mph. Train B departs Station Y at 9:45 AM traveling at 80 mph. The stations are 200 miles apart.

Question: At what speed does Train B travel?
Answer with ONLY the numerical value.",
sus_6_80,sustained,4,80,Count numbers divisible by 5,17,"Count how many of the following numbers are numbers divisible by 5.

Numbers: 75, 63, 12, 66, 58, 8, 59, 17, 66, 54, 59, 73, 8, 72, 60, 87, 40, 93, 3, 51, 33, 1, 96, 28, 75, 10, 6, 55, 45, 90, 9, 70, 8, 9, 61, 5, 37, 53, 24, 99, 18, 99, 83, 94, 83, 54, 48, 49, 58, 49, 49, 11, 88, 85, 70, 18, 84, 45, 16, 23, 69, 51, 68, 17, 94, 29, 1, 97, 3, 39, 60, 87, 93, 70, 55, 69, 49, 30, 32, 59

Answer with ONLY the count (a single number).",
shift_14,shifting,2,100,5-part question,Part 1: 96; Part 2: 38; Part 3: 27; Part 4: 18; Part 5: 1,"Answer each part separately.

Part 1: Which is larger, 96 or 71?


[Note: Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.]


Part 2: What is 22 + 16?


[Note: The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.]


Part 3: What is 25 + 2?

Part 4: What is 26 - 8?

Part 5: How many times does 'O' appear in 'KEYBOARD'?

Format: Part 1: [answer]; Part 2: [answer]; ...",
sel_12_5,selective,5,327,How many new acquisitions did the library make?,8700,"Read the following carefully and answer the question.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

IMPORTANT: The library's annual report shows 34,521 registered members, 8,700 new acquisitions, and 412,000 checkouts. Late fees collected totaled $87,450.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Question: How many new acquisitions did the library make?
Answer with ONLY the numerical value.",
sel_15_3,selective,3,185,What was the attendance in February?,12300,"Read the following carefully and answer the question.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

Museum attendance: January 15,400; February 12,300; March 18,700. Ticket revenue was $892,000 and gift shop revenue was $156,000.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Question: What was the attendance in February?
Answer with ONLY the numerical value.",
sus_4_20,sustained,1,20,Count numbers less than 25,6,"Count how many of the following numbers are numbers less than 25.

Numbers: 90, 62, 81, 24, 18, 9, 92, 59, 5, 38, 26, 6, 26, 6, 41, 40, 66, 51, 70, 61

Answer with ONLY the count (a single number).",
sel_8_6,selective,6,392,How many runners completed the marathon?,4823,"Read the following carefully and answer the question.

The marathon results: 1st place finished in 2:08:34, 2nd place in 2:09:12, 3rd place in 2:11:45. A total of 4,823 runners completed the race.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

Question: How many runners completed the marathon?
Answer with ONLY the numerical value.",
